id,emotion
0xf6c2e2,joy
0x2d5cc8,joy
0x5ed608,anger
0x477e0a,surprise
0x436609,joy
0x78513e,joy
0x66a10a,joy
0x825df6,joy
0x76dde6,sadness
0xc3431d,joy
0x006977,joy
0x7630df,joy
0xbcd811,joy
0x1c34df,sadness
0xd55df2,joy
0xe2569f,joy
0xee43dd,fear
0x73530a,joy
0x1a3afc,joy
0x859232,sadness
0x537154,joy
0x442893,joy
0xc52081,disgust
0x149fc5,anger
0x8456e6,joy
0x3dceb6,joy
0xf8560b,sadness
0x7f9e73,joy
0x17df9a,sadness
0x6ac67f,surprise
0xa86fdc,anger
0x2d74e7,joy
0x0c14d5,sadness
0x17d5b2,joy
0xe578d1,fear
0x376df7,joy
0xad44b5,joy
0xf84c46,anger
0x2cf8f4,sadness
0x10e18a,anger
0x2aaf57,joy
0x13ec1e,joy
0xb7d0ae,joy
0xcabadb,joy
0xe123da,sadness
0x517238,joy
0x4343be,joy
0x5c0a8d,anger
0xb1c334,joy
0x764d52,sadness
0xe64667,anger
0x53b078,joy
0xcd3b72,surprise
0x78d504,joy
0xe862f9,joy
0xe9d943,joy
0x94ce3a,anger
0x50fede,anger
0x5377b9,disgust
0xe20497,anger
0x05febd,anger
0xeba6cd,joy
0x8b4b93,joy
0x2cd89c,joy
0x70be1c,joy
0x6c393e,joy
0xc47fb7,joy
0xc734e3,joy
0x86b422,joy
0x465dee,anger
0x2cde72,anger
0xcbe987,joy
0xc4a9b6,joy
0xd2939c,joy
0x7630e1,joy
0x146565,disgust
0xd3f515,anger
0xbe7b91,joy
0x253369,joy
0x294b5b,joy
0x83e148,joy
0x96bfbd,anger
0x750fad,anger
0x85675c,surprise
0x0b35fe,sadness
0xfafb50,joy
0x86d755,joy
0xd7038d,joy
0xd1d9bc,fear
0x1cbbb7,joy
0xf2ab0f,joy
0xaa01b0,joy
0xe3899f,anger
0xa2a605,joy
0xccc2f9,joy
0xe34a3a,anger
0x3fa7ee,joy
0xb48dcd,anger
0xb00909,sadness
0xcef75b,anger
0x75fb24,surprise
0xff99ec,sadness
0x93d907,joy
0x21d980,anger
0x447b06,joy
0x12be39,surprise
0xea8706,anger
0x51fdac,joy
0x953a1c,sadness
0x6f9961,joy
0xeb23f2,joy
0x237576,sadness
0xf13339,joy
0x4fcc07,joy
0xdee344,surprise
0xdb9a7a,joy
0xa356c4,surprise
0x9d3a42,joy
0x0c18c1,joy
0x8ded37,anger
0xa28650,anger
0x57fe6f,joy
0x2cef7e,joy
0xe95cf0,joy
0xdc5930,anger
0x6f131e,sadness
0x0bd327,joy
0x2d44fc,joy
0x919459,joy
0x3ba740,anger
0x7a857a,anger
0x4d7234,joy
0xdf1c1a,joy
0xfd73e3,sadness
0xd7823c,joy
0xf2af1f,sadness
0x488c77,joy
0xfc1deb,joy
0x5148bb,joy
0x0eff2d,surprise
0x7a1b92,joy
0xeec0cb,joy
0x53d060,sadness
0x3fe9dc,joy
0xec37f3,surprise
0x792552,disgust
0x4f1e50,anger
0x76dc86,surprise
0x17c295,surprise
0x89a3c3,anger
0x72f3ed,sadness
0xd4cd05,sadness
0xea13f4,anger
0x54da39,anger
0x881763,anger
0xf6f2fd,joy
0x65d64b,joy
0x605022,joy
0xcf0bf8,surprise
0x2df761,joy
0x057915,surprise
0xd8e708,fear
0x287e33,anger
0x4c0597,anger
0x946e8f,joy
0x404bc5,joy
0xaebee8,joy
0x32c405,surprise
0x132147,disgust
0xe51a81,surprise
0xd29937,fear
0x623343,anger
0x584e42,anger
0x201f85,anger
0x6b2af5,surprise
0x6d0b52,joy
0x96860a,sadness
0xac5b2c,anger
0xa3d780,disgust
0x456c0f,anger
0x3e66c3,anger
0x0b538c,anger
0xad443e,anger
0x156cc8,anger
0x682981,surprise
0x4db602,anger
0xda08a4,joy
0x427689,joy
0xb97101,joy
0xe2cac0,anger
0xf031e2,disgust
0xfa98d6,joy
0x3c1a93,anger
0x2dd261,surprise
0x236757,sadness
0xb634f6,joy
0xf6b80f,anger
0xa15ba2,joy
0xa08beb,surprise
0x7771d8,surprise
0x0c1f98,joy
0xf9e508,anger
0xe879a0,joy
0xf1f2b2,joy
0x51a1c5,joy
0xa2480f,anger
0x7294e9,surprise
0xa0abe3,joy
0x7088d2,surprise
0xa7efb1,joy
0xd1e278,anger
0x571074,joy
0xfb3884,joy
0x450eb6,joy
0x87fd0e,surprise
0xc69e09,anger
0xa8da7e,joy
0x4ff7dc,joy
0xbebc42,joy
0x6492ca,joy
0xf752af,joy
0xd81f76,anger
0x48e20c,joy
0xc566d3,joy
0x13e3ed,joy
0x75e303,joy
0xb32ca6,surprise
0xf2e2f6,joy
0xc63c37,joy
0xd3b824,sadness
0x27cdb0,anger
0x932c8b,anger
0x835400,anger
0xac892a,anger
0x374e4b,joy
0x66c2e4,surprise
0xd1acda,surprise
0x016224,surprise
0xf28fc5,joy
0xf27e17,joy
0xc26c15,anger
0x1f7146,surprise
0x5da9f2,joy
0xb87331,anger
0xb93b41,joy
0xaf669e,joy
0x3bbd98,joy
0x12a6ac,anger
0xae2c1c,surprise
0x4870a0,joy
0x325ace,joy
0xb36ecc,joy
0x2a25a9,joy
0xa9ee12,joy
0xdcc892,sadness
0x39f899,joy
0xeac26b,joy
0x9dbe54,surprise
0xad0fa0,joy
0xbf345f,surprise
0x908eb9,joy
0x95ff0e,anger
0x738005,joy
0xe07683,joy
0x66e388,anger
0xae34fe,joy
0x557a8d,anger
0xac8647,joy
0x13a9a2,sadness
0xd07dd2,disgust
0x926d63,disgust
0xcc42eb,joy
0x8eaf99,disgust
0x5b7a91,anger
0x722d11,sadness
0xac1e96,joy
0x28b892,anger
0x94cece,joy
0xa99f3c,anger
0x529567,joy
0xe5f650,joy
0x4732f6,joy
0x55b3bf,joy
0x750d69,surprise
0x769000,surprise
0x97b28d,surprise
0x439f6c,surprise
0xa0cf77,joy
0x47b9d6,surprise
0x48ea18,joy
0xba2821,joy
0x737b22,joy
0x252764,joy
0x22153e,anger
0x560933,anger
0x399db1,anger
0x4944fe,anger
0x7c480e,joy
0x97b55a,joy
0x4e428c,surprise
0xfae057,joy
0x30f3c8,joy
0x3e4a23,joy
0x313d8c,anger
0x006a6d,fear
0xf7df9f,anger
0xc5859f,joy
0x0b4d4a,surprise
0x7eb4a7,joy
0x2c8d5a,surprise
0xf173fb,disgust
0x79f53f,joy
0xd8f06a,joy
0x6b1538,joy
0x02c15e,joy
0x280fb1,anger
0x486f94,fear
0xfc94ed,anger
0x0c0388,anger
0x93b3c2,joy
0x9f37f0,anger
0xe45e14,anger
0xf53d8b,joy
0x281727,surprise
0xda73c0,anger
0x38490b,anger
0xb1f566,surprise
0x9a5213,anger
0x4dd6d0,anger
0x3f6662,joy
0x9d1e82,sadness
0x43d4f7,joy
0x8759b9,sadness
0x51a3b1,joy
0x5534d7,joy
0x32cdc7,sadness
0xab9cc6,anger
0x8e2f5b,anger
0xa4be33,joy
0x58bc34,fear
0xbc0f48,joy
0x42e93c,joy
0xc8c8bd,joy
0xaf6118,joy
0x699706,joy
0xf2ad2b,joy
0x9f2bb1,surprise
0xb8f3f7,disgust
0xf65c23,joy
0xc93719,anger
0x2ba8d5,joy
0xb23006,joy
0xd19c75,disgust
0x50c571,anger
0xc93b7e,anger
0xcc8dab,joy
0x049d56,joy
0x11fea7,surprise
0x4431f8,sadness
0xb8a39f,anger
0xa5138d,sadness
0x029e6b,anger
0x9ae3ab,sadness
0x702981,anger
0x74b43e,joy
0x465d0b,joy
0xe33a36,fear
0xa6d79a,anger
0x17e286,joy
0x7317c5,sadness
0x867f39,disgust
0x9f3796,joy
0xdc203c,anger
0xf034cf,sadness
0xab209b,sadness
0xdaf6e1,surprise
0x690267,fear
0x93a476,anger
0x64e9fe,anger
0x5dae14,joy
0x0b7717,joy
0xa7a97e,anger
0x3b060b,joy
0x27173e,joy
0xe9087e,joy
0xa8ec1f,joy
0xa9f9a7,fear
0xa14bd8,joy
0x47dd8c,surprise
0xddcb53,surprise
0x8c6f25,sadness
0xa56305,anger
0xec4c29,joy
0xd6da47,surprise
0x9869d2,joy
0xa3e258,joy
0xb40853,joy
0x347f57,joy
0x4986a4,joy
0x7ecafb,anger
0xeb939e,anger
0xe2cebf,surprise
0x2be1c3,sadness
0xeddee8,anger
0xc5d720,joy
0xe14d4d,joy
0x5d97d2,joy
0x85fa80,joy
0x0ddde2,sadness
0xb580da,joy
0x908869,joy
0x8bbd19,sadness
0x01cf88,sadness
0xccc9e1,sadness
0xaba469,anger
0xb86a9c,joy
0xb8e2d5,anger
0xf7fde1,sadness
0xdbac74,sadness
0x610daa,joy
0xa43314,disgust
0xe37e35,joy
0x64e7fe,surprise
0x8888ea,joy
0x617ae6,surprise
0x2f50a1,disgust
0xd196e3,joy
0xa36682,joy
0x1c9366,joy
0x6b2b3e,joy
0x6428b5,joy
0xb22c55,anger
0xcf6df1,anger
0x4c2ca8,joy
0x90968f,anger
0x20fe6a,surprise
0x83e745,anger
0x682388,joy
0x0b16ab,joy
0x20b7e7,joy
0x06a69e,joy
0xfbc383,joy
0x768c2c,sadness
0x31014a,sadness
0x8c0d59,joy
0xb76a7d,joy
0xd6252d,joy
0x218363,anger
0xc496da,anger
0x68e4a5,joy
0xb2d0c0,joy
0xbcfd82,joy
0x16bbff,surprise
0x24b291,anger
0x90bbe5,sadness
0xb5b9ab,joy
0x16b486,joy
0x0e76ff,joy
0x08a58c,joy
0x440f99,fear
0x61a472,joy
0x4c55e5,surprise
0x9092f6,joy
0x459513,joy
0x34ebee,sadness
0xbe6c48,fear
0xab3962,joy
0x2c6b6c,surprise
0x4b99f0,anger
0xf0b964,surprise
0x76d544,sadness
0x3ce83e,anger
0x40aa8e,joy
0x58ba6a,joy
0xbd4bdc,joy
0x37fc7d,sadness
0xf7313c,joy
0xa723ec,anger
0xb97b7b,joy
0x18ade0,joy
0xed4d7b,joy
0xd5e264,joy
0x9cda8d,joy
0x932a80,joy
0x2c36f9,joy
0x820314,surprise
0x2ca79d,anger
0xd90135,surprise
0xfd52c0,joy
0x93919a,anger
0xc496d4,anger
0x447427,disgust
0x778b4f,anger
0x04f86f,disgust
0xdff424,joy
0x977eda,joy
0xa31da9,joy
0x331167,joy
0x2d68a4,fear
0x65b692,joy
0x133453,anger
0xee4ef5,joy
0x3a916b,joy
0xa327f9,joy
0xcc4d9e,sadness
0x581fdc,joy
0xa25970,anger
0x7315a2,joy
0x9b5249,anger
0x8f5a52,joy
0xdeec9c,joy
0xfb02a4,surprise
0xade806,surprise
0xe3b638,surprise
0xe72176,joy
0x660ec6,joy
0x31a57f,joy
0x99a479,anger
0x0eb2f3,joy
0x848230,anger
0x9ab99a,surprise
0x588c00,anger
0x9b5624,anger
0xa56d55,joy
0xbc42cc,joy
0x90c800,fear
0xa0e30c,sadness
0x30104e,joy
0xb9fcee,anger
0x39187d,anger
0xcedfa6,joy
0x909f9d,anger
0xfa9c73,anger
0x445202,joy
0xd72c1b,joy
0x98db99,joy
0xa08810,joy
0x9e4131,joy
0xcaf2e6,anger
0x4d5b83,fear
0x6de7f5,joy
0xb5f435,joy
0x65f897,anger
0x6533ee,anger
0x5ce98e,anger
0x26a59e,anger
0xadc240,joy
0x5ad625,joy
0x8804cb,anger
0x50cdc7,joy
0xcc4b23,sadness
0x50257a,joy
0xa22263,joy
0xb0904f,joy
0x364eb2,surprise
0x59712f,anger
0x2d1c4f,disgust
0x1ddcc2,joy
0xcbeeb3,joy
0x59fff8,anger
0xec259e,anger
0x49a878,joy
0x2cad40,joy
0x002ee3,joy
0x1ff9d8,surprise
0x2a02ad,sadness
0x7d6e4c,joy
0xcc1536,joy
0x7f76de,anger
0x25ee6c,anger
0x533c47,surprise
0xf6cc4a,joy
0x9c4a2a,joy
0xa05ca2,joy
0xdd4e2a,fear
0x77b6ac,anger
0x6a2cc7,joy
0xf5f747,anger
0xd8a58b,anger
0xc51ae2,joy
0x3417c7,surprise
0xf4c2ac,joy
0xc20688,joy
0x234665,sadness
0xcf21f5,fear
0x4faabf,joy
0xacb62b,sadness
0x6e5780,joy
0x81aebd,joy
0x05182b,joy
0x6157fb,joy
0x54a2f0,joy
0x383e95,surprise
0xc56276,anger
0x640a43,anger
0xf227cd,disgust
0x6ff9d5,joy
0xff58d3,joy
0xba414c,surprise
0x9368a7,anger
0x737168,fear
0xce2a18,anger
0x7c95f2,joy
0xea3108,joy
0x968311,joy
0x05ea67,joy
0xa59cd1,surprise
0x859cea,joy
0x59ee2b,surprise
0x0f7410,joy
0xef3ece,anger
0x27e1b9,sadness
0xd7ffce,sadness
0x71950b,anger
0x2a892c,joy
0x6c0d30,joy
0x9d0841,sadness
0xd71a90,joy
0xba8073,joy
0x47ef66,joy
0x7b20af,sadness
0x627b83,fear
0xf01ff1,sadness
0x42fe47,joy
0x809f83,anger
0x4acfcc,sadness
0x002a2b,surprise
0xcecd4b,surprise
0x2a06e1,joy
0x8f8a12,joy
0xd1dfda,joy
0xc37b55,joy
0xef8525,joy
0x4781da,joy
0x29ef41,joy
0xf2d65e,surprise
0x014069,joy
0x126b07,joy
0xdf5498,surprise
0xbdde05,surprise
0x5b0e5f,anger
0x0c04d0,joy
0xce3c33,joy
0x10bf9d,joy
0x982b69,joy
0x9d7439,anger
0xdfdd42,joy
0xa4e32f,joy
0x874b2c,disgust
0x7df34e,anger
0x54d88e,sadness
0xd5eae6,joy
0x65c392,joy
0xadc457,sadness
0x2ef4a5,anger
0xf5e787,anger
0x6033fb,joy
0x521e63,joy
0xb571ce,joy
0xf58533,joy
0x381522,joy
0xd657d7,joy
0xb16ccd,sadness
0x48b721,joy
0xe4badf,joy
0x58b197,anger
0xb0925f,joy
0xe3d496,disgust
0xf17df1,sadness
0x04ea10,joy
0x58faea,joy
0xedaba2,joy
0x5f864e,joy
0x60ec55,joy
0xd49e8a,joy
0x678167,surprise
0xc550fe,joy
0x8822c4,joy
0x1faae7,joy
0x30b907,sadness
0xc03fd0,joy
0xe0373b,surprise
0x7ce861,sadness
0x917058,joy
0x596062,joy
0xb7511f,joy
0x8be034,joy
0xf422ba,anger
0xd6618c,disgust
0x1d0952,anger
0xc55e0c,anger
0x57d1e7,surprise
0xacf20a,joy
0xe82cca,surprise
0xc3bd07,surprise
0xdb891d,sadness
0x36d75c,joy
0x3f1d71,sadness
0xf53d83,anger
0xc382e7,joy
0xb22ccb,joy
0xcb25eb,surprise
0x00c775,anger
0x042186,joy
0xbd12d9,surprise
0x80772f,joy
0xf968f5,joy
0x813b24,anger
0xa21b51,joy
0xc8fadb,joy
0x5c95ae,joy
0x9f4433,joy
0x36b343,joy
0xf2f5b0,joy
0x998660,joy
0x91bcf7,surprise
0xa73423,joy
0x0452ba,joy
0x8195af,joy
0x7fc6fa,joy
0xd6df33,joy
0xc37f88,anger
0xf45848,joy
0x92aac3,joy
0xc3ad01,anger
0x2d2e1b,surprise
0x627009,joy
0x8f9552,joy
0xd9eafd,joy
0x953fd8,surprise
0x1a9619,joy
0x8a8d8c,anger
0x4ba82b,surprise
0x4165ac,joy
0x044c7f,joy
0xd6f3c2,joy
0xcde846,anger
0xf5151a,joy
0x90284f,anger
0x2e90de,anger
0xc1a1e9,fear
0xe63fba,anger
0xf66733,joy
0x411aaf,surprise
0x0e8728,joy
0x2bb977,joy
0xea1326,anger
0xcf9291,joy
0xa5a280,disgust
0xaabdcb,sadness
0x2ebf4f,joy
0xac0232,joy
0x66087f,surprise
0xfd5fc1,joy
0x5ecdaf,joy
0xb793f1,fear
0x97d6ff,joy
0x52bf4f,anger
0xb6cbf1,sadness
0x1e1f59,joy
0x284b2b,joy
0xb452bd,surprise
0x505658,joy
0x87e606,joy
0xec2544,joy
0x26f307,fear
0xa3730f,disgust
0xc8b065,anger
0x7fc06a,surprise
0x3ac9f9,surprise
0x58b61a,anger
0x1132c3,anger
0xdb61db,joy
0x475ead,surprise
0xbfd77a,joy
0x9727b5,anger
0xe0b987,anger
0x6e756c,sadness
0xcb4f8b,anger
0xc290d7,surprise
0xecf6ab,joy
0x40733e,surprise
0x51ff0a,disgust
0x6efda4,fear
0x08850c,anger
0x4405fd,anger
0xb76240,surprise
0x8ac490,surprise
0x6bec47,anger
0x85701a,anger
0x0dc6ec,joy
0xe37b2a,joy
0x44c59d,anger
0xa4d7f7,joy
0x83a2b1,anger
0x7de3f8,joy
0xde1660,joy
0xa67b6c,anger
0xd45f99,joy
0xb3be0b,joy
0x05dc30,joy
0x9020c9,joy
0xcfd55a,surprise
0xf37e2e,joy
0x89511d,anger
0x3b24a7,surprise
0x9be353,anger
0x30ac33,anger
0x38437d,surprise
0x27852c,anger
0x2dcdcc,joy
0xada427,joy
0x10df1a,sadness
0x2bed7e,joy
0xe9c202,anger
0xaaa699,anger
0xdebabf,joy
0x029712,joy
0xc6d97d,joy
0xa1aa9a,joy
0x734a9a,anger
0xddf91d,joy
0xf1045a,joy
0x924f34,joy
0x91aef8,anger
0x05871c,joy
0xd4f847,joy
0xc51ae9,disgust
0xe18fbd,joy
0xf26923,surprise
0x69cc31,surprise
0x5efc8b,joy
0x327114,anger
0x0b1b75,joy
0x074934,joy
0xa68c72,joy
0x9e7e95,anger
0x4f124a,joy
0x88ae53,joy
0x768e57,joy
0x77e1dc,joy
0x1e439e,anger
0x54fce0,joy
0x36c3eb,anger
0xc7e52a,joy
0x38a6a0,joy
0x04c49d,joy
0x96a501,anger
0x508a07,anger
0x5d6198,joy
0xc501f3,fear
0xd7fb51,anger
0xf2c2c6,sadness
0x0d97e5,sadness
0x467a7f,sadness
0xd06108,joy
0x7e01ac,surprise
0x2f7f60,joy
0x39af5d,joy
0x5f8980,surprise
0x957956,joy
0x67f025,disgust
0xafc8b2,joy
0x70927e,disgust
0x88fbb6,joy
0xeb043f,joy
0x510c60,joy
0xd6a1ed,fear
0x0fdea7,surprise
0xcbbf62,surprise
0x5150f7,sadness
0x058feb,anger
0x1d15cc,anger
0x195525,fear
0x367141,anger
0x11ac0f,joy
0x4b82f6,sadness
0xf8ded7,anger
0xc11eb8,anger
0x7dfd95,joy
0xb51a80,joy
0xedab05,joy
0x0ff7cb,surprise
0x2e8928,joy
0x68de1e,joy
0xb6d9ae,fear
0x7770f6,joy
0xea2d23,joy
0xd81f90,surprise
0x8c46d0,anger
0x4009ce,joy
0x85b72c,disgust
0x51e631,sadness
0x090677,anger
0x2baf65,anger
0xe21f0c,anger
0xba3857,sadness
0x338752,joy
0xa2d79c,surprise
0x54269f,anger
0x084a18,joy
0x48b0e8,joy
0xbdde76,anger
0x71b910,anger
0x58a934,anger
0xaabf8a,anger
0x2daa1d,anger
0x923f86,joy
0xe361ba,joy
0x8e9b60,joy
0x6647bc,joy
0xfcb8cb,joy
0xebe414,joy
0x5b7221,fear
0x26d4e0,joy
0x23df72,joy
0x02da52,anger
0xe7abd8,fear
0x7006e4,anger
0xce90ba,anger
0xd2077d,joy
0x2ec1b3,joy
0x8cd857,surprise
0xb0b075,anger
0xaf6e51,sadness
0xc1aa97,joy
0xe73617,joy
0xf5ddd0,surprise
0xd5d589,anger
0xd0f8ee,anger
0xca2bf9,joy
0x6dd4bc,joy
0x770c67,joy
0xb474f2,joy
0x6e8667,anger
0xd9806f,joy
0xf8ae58,surprise
0x496025,surprise
0x0d3b0b,sadness
0x788e98,anger
0x732f02,sadness
0x8dd48d,joy
0x3cc05a,joy
0x0b24a8,joy
0xd2fde0,fear
0xbec92e,anger
0xf3c69f,surprise
0x895cc7,joy
0x77ed0c,joy
0x4239f8,joy
0x64f75b,anger
0x3394d5,joy
0x992b9d,anger
0xb58f95,joy
0x61966e,joy
0xb4d1fa,joy
0x0df829,joy
0xd5d26e,anger
0x645959,surprise
0xf35025,joy
0x83c92f,sadness
0x5757ac,joy
0xaf65ab,joy
0x83174c,joy
0xc4ade1,surprise
0x8d3be7,joy
0x18b7c8,joy
0xa297d2,joy
0x48efea,sadness
0x5fd6c0,joy
0x09f5a8,joy
0xe6f9fd,joy
0x1c23f0,joy
0x7323b5,joy
0x4ee72a,joy
0x1874b0,surprise
0xe02f9f,anger
0xfc6927,joy
0xf7e9dc,joy
0xe66872,surprise
0x215d8c,sadness
0x26bd1e,joy
0x73236b,surprise
0xf45e59,fear
0x502b3a,joy
0xdf9d7b,anger
0x96d6f5,fear
0xa36008,joy
0xf2d3a4,anger
0x041b32,disgust
0xc7db61,joy
0xe9b567,joy
0x315886,anger
0x462519,joy
0x60f929,fear
0x8144e2,surprise
0xaf99a2,joy
0xd08218,joy
0x63f5b6,joy
0x8fabf9,joy
0x5f5b75,joy
0xc42e84,joy
0xab11ab,anger
0x4ed700,joy
0xe9da30,joy
0xe898f6,joy
0x78b552,anger
0x05dcf6,joy
0xc0c8ae,sadness
0x7df5b4,joy
0x091a6a,anger
0x955df3,joy
0x4f371e,joy
0x0a4f57,joy
0x0fffc5,fear
0x6ddd2f,joy
0x68357a,surprise
0xad7414,anger
0xfc3cef,joy
0x9a50e1,joy
0xd99069,anger
0x412632,anger
0x3479b7,joy
0x18ef89,sadness
0x002f0b,surprise
0xeb229c,anger
0xb2cf36,joy
0xb8709f,joy
0xa415af,surprise
0x314022,joy
0x586392,anger
0x23fddf,anger
0xaf9894,anger
0xd20ceb,joy
0xd4b4eb,disgust
0x809d38,anger
0x63d721,joy
0x08b2bb,anger
0x6e9d60,joy
0x16ef62,joy
0x78bd75,joy
0x6a47a6,surprise
0x8cdda8,joy
0xcd4cb9,surprise
0x6071d5,joy
0x538da5,surprise
0x490b6a,anger
0x646fdb,joy
0x6bcbe9,fear
0xe1547d,joy
0x1e20b3,anger
0x2567ab,anger
0xcbcb14,surprise
0xcdbc84,joy
0xcc7e5f,anger
0xfb886e,joy
0x04d9f6,surprise
0x57614d,surprise
0x5f71b8,joy
0x280ca6,surprise
0xc3229a,joy
0x846920,anger
0x23c0c0,fear
0x9fbde1,joy
0x318d04,anger
0xe77da2,joy
0xce2670,joy
0xb55f77,sadness
0xe4c797,joy
0x6676c8,joy
0xcb3a76,joy
0xb98662,joy
0x51d68a,anger
0x49a349,fear
0xf8b970,joy
0x127277,anger
0x26677e,surprise
0x7fbe10,joy
0x734c89,joy
0x71baf7,joy
0xb79d24,joy
0x31dec7,anger
0x236464,anger
0x136280,joy
0xd475df,joy
0xf51c0b,anger
0x49fe9f,surprise
0x5b021b,joy
0x70ac01,surprise
0xafaf0b,joy
0x87bd4b,joy
0x36a34e,joy
0x297648,joy
0x98707f,anger
0x7664e3,joy
0x45d369,disgust
0x37e26c,joy
0xdb8e86,joy
0x4cf589,joy
0x290379,joy
0x49d4ec,joy
0x857a04,joy
0x5ac0ae,anger
0x483c51,surprise
0xfde4f3,sadness
0xb1cb76,joy
0x8d7564,joy
0x79704e,surprise
0x62a5e6,surprise
0x642455,joy
0xb74279,joy
0xa06d14,anger
0xa943d9,surprise
0x07284b,surprise
0xada654,sadness
0x60d52e,surprise
0x41ad0d,anger
0x493a89,joy
0x427ad2,joy
0x18f6b0,surprise
0xf0e6c9,anger
0x91f0e0,surprise
0x853d9a,joy
0x376782,surprise
0x9cd008,surprise
0x091f85,surprise
0x29bc77,joy
0x41a8c5,anger
0xab8886,fear
0xf76b9a,joy
0xbc5849,joy
0x12a6b7,joy
0x9d7059,anger
